"dbpedia","city","temp","population","density","website","country_name","image","flag","currency"
"http://dbpedia.org/resource/Asunción","Asunción",23.3,2198662,4411.0,"http://www.mca.gov.py","Paraguay","http://commons.wikimedia.org/wiki/Special:FilePath/Asuncion_Montage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Paraguay.svg?width=300","http://dbpedia.org/resource/Paraguayan_guaraní"
"http://dbpedia.org/resource/Stockholm","Stockholm",6.6,2192433,,"http://www.stockholm.se/","Sweden","http://commons.wikimedia.org/wiki/Special:FilePath/Stockholm.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Sweden.svg?width=300","http://dbpedia.org/resource/Swedish_krona"
"http://dbpedia.org/resource/Baoding","Baoding",12.9,2176857,,"http://bd.gov.cn","China","http://commons.wikimedia.org/wiki/Special:FilePath/BaodingAlley.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/San_José,_Costa_Rica","San José, Costa Rica",22.6,2158898,6455.71,"https://www.msj.go.cr/SitePages/home.aspx","Costa Rica","http://commons.wikimedia.org/wiki/Special:FilePath/Bandera_de_San_José_(Costa_Rica).svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Costa_Rica_(state).svg?width=300","http://dbpedia.org/resource/Costa_Rican_colón"
"http://dbpedia.org/resource/Prague","Prague",8.4,2156097,,"http://www.praha.eu/jnp/en/index.html","Czech Republic","http://commons.wikimedia.org/wiki/Special:FilePath/Prague_Montage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Czech_Republic.svg?width=300","http://dbpedia.org/resource/Czech_koruna"
"http://dbpedia.org/resource/Rabat","Rabat",17.2,2120192,,"http://www.rabat.ma/","Morocco","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Rabat_Sale_province.svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Morocco.svg?width=300","http://dbpedia.org/resource/Moroccan_dirham"
"http://dbpedia.org/resource/Copenhagen","Copenhagen",8.2,2016285,,"http://www.visitcopenhagen.com/","Denmark","http://commons.wikimedia.org/wiki/Special:FilePath/Copenhagen_Collage2.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Denmark.svg?width=300","http://dbpedia.org/resource/Danish_krone"
"http://dbpedia.org/resource/Copenhagen","Copenhagen",8.2,2016285,,"http://www.kk.dk","Denmark","http://commons.wikimedia.org/wiki/Special:FilePath/Copenhagen_Collage2.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Denmark.svg?width=300","http://dbpedia.org/resource/Danish_krone"
"http://dbpedia.org/resource/Donetsk","Donetsk",8.5,2009700,,"http://www.citylife.donetsk.ua/","Donetsk People's Republic","http://commons.wikimedia.org/wiki/Special:FilePath/Donetsk_montage_(2015).png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/New_Donetsk_Peoples_Republic_flag.svg?width=300","http://dbpedia.org/resource/Russian_ruble"
"http://dbpedia.org/resource/Nantong","Nantong",15.3,1994708,,"http://nantong.gov.cn","China","http://commons.wikimedia.org/wiki/Special:FilePath/Nantong_skyline_flanking_the_Hao_River.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Hohhot","Hohhot",6.7,1980774,,,"China","http://commons.wikimedia.org/wiki/Special:FilePath/Hohhot_Montage.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Ganzhou","Ganzhou",19.4,1977253,,"http://www.ganzhou.gov.cn/","China","http://commons.wikimedia.org/wiki/Special:FilePath/Yugutai.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Montevideo","Montevideo",16.7,1947604,6726.29,"http://www.montevideo.gub.uy/","Uruguay","http://commons.wikimedia.org/wiki/Special:FilePath/Montevideo_collage.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Uruguay.svg?width=300","http://dbpedia.org/resource/Uruguayan_peso"
"http://dbpedia.org/resource/Cochabamba","Cochabamba",16.1,1938401,,"http://www.cochabamba.gob.bo/","Bolivia","http://commons.wikimedia.org/wiki/Special:FilePath/Cochabamba,_Cordillera_Tunari.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Coat_of_arms_of_Bolivia.svg?width=300","http://dbpedia.org/resource/Bolivian_boliviano"
"http://dbpedia.org/resource/Dublin","Dublin",9.8,1904806,4588.0,"http://www.dublincity.ie/","Republic of Ireland","http://commons.wikimedia.org/wiki/Special:FilePath/DublinMontage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Ireland.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Huambo","Huambo",19.2,1896147,245.5,,"Angola","http://commons.wikimedia.org/wiki/Special:FilePath/Huambo,_Palácio_do_Governador.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Angola.svg?width=300","http://dbpedia.org/resource/Angolan_kwanza"
"http://dbpedia.org/resource/Tijuana","Tijuana",17.8,1895797,,"http://www.tijuana.gob.mx","Mexico","http://commons.wikimedia.org/wiki/Special:FilePath/Tijuana_montage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mexico.svg?width=300","http://dbpedia.org/resource/Mexican_peso"
"http://dbpedia.org/resource/León,_Guanajuato","León, Guanajuato",19.9,1887703,,,"Mexico","http://commons.wikimedia.org/wiki/Special:FilePath/León_montage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mexico.svg?width=300","http://dbpedia.org/resource/Mexican_peso"
"http://dbpedia.org/resource/Nanyang,_Henan","Nanyang, Henan",14.9,1811812,,"http://www.nanyang.gov.cn","China","http://commons.wikimedia.org/wiki/Special:FilePath/Nanyang1.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Tabriz","Tabriz",12.6,1800000,,"http://tabriz.ir/","Iran","http://commons.wikimedia.org/wiki/Special:FilePath/Tabriz_Mosaic_Logo.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iran.svg?width=300","http://dbpedia.org/resource/Iranian_rial"
"http://dbpedia.org/resource/Porto","Porto",15.2,1762524,,"http://www.cm-porto.pt","Portugal","http://commons.wikimedia.org/wiki/Special:FilePath/Porto_montage.PNG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Portugal.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Agra","Agra",26,1760285,,"http://agra.nic.in","India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_India.svg?width=300","http://dbpedia.org/resource/Indian_rupee"
"http://dbpedia.org/resource/Kharkiv","Kharkiv",8.1,1732400,4500.0,"http://www.city.kharkov.ua/en/","Ukraine","http://commons.wikimedia.org/wiki/Special:FilePath/Kharkiv_montage_(2015).png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Ukraine.svg?width=300","http://dbpedia.org/resource/Ukrainian_hryvnia"
"http://dbpedia.org/resource/Kraków","Kraków",8.9,1725894,2327.7,"http://www.krakow.pl/","Poland","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Krakow.svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Poland_(normative).svg?width=300","http://dbpedia.org/resource/Polish_złoty"
"http://dbpedia.org/resource/Mianyang","Mianyang",16.2,1722133,,"http://mianyang.gov.cn","China","http://commons.wikimedia.org/wiki/Special:FilePath/Central_Mianyang.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Valencia","Valencia",18.3,1705742,,"http://www.valencia.es","Spain","http://commons.wikimedia.org/wiki/Special:FilePath/Collagevalencia.JPG?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Spain.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Málaga","Málaga",18.5,1628973,,"http://www.malaga.eu","Spain","http://commons.wikimedia.org/wiki/Special:FilePath/Da_Gibralfaro.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Spain.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Zhanjiang","Zhanjiang",23.3,1611868,,"http://www.zhanjiang.gov.cn/","China","http://commons.wikimedia.org/wiki/Special:FilePath/Zhanjiang_Guangzhouwan_Faguo_Gongshishu_Jiuzhi_he_Fajun_Zhihuibu_Jiuzhi_2014.02.27_09-05-29.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Sheffield","Sheffield",10,1569000,,"http://www.sheffield.gov.uk","United Kingdom","http://commons.wikimedia.org/wiki/Special:FilePath/Sheffield_City.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_the_United_Kingdom.svg?width=300","http://dbpedia.org/resource/Pound_sterling"
"http://dbpedia.org/resource/Nottingham","Nottingham",10,1543000,,"http://www.nottinghamcity.gov.uk/","United Kingdom","http://commons.wikimedia.org/wiki/Special:FilePath/Nottingham_montage.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_the_United_Kingdom.svg?width=300","http://dbpedia.org/resource/Pound_sterling"
"http://dbpedia.org/resource/Córdoba,_Argentina","Córdoba, Argentina",18,1528000,2273.55,"http://www.cordoba.gov.ar/","Argentina","http://commons.wikimedia.org/wiki/Special:FilePath/Montaje_CBA_9.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Argentina.svg?width=300","http://dbpedia.org/resource/Argentine_peso"
"http://dbpedia.org/resource/Seville","Seville",19.2,1519639,5002.93,"http://www.sevilla.org","Spain","http://commons.wikimedia.org/wiki/Special:FilePath/Collagesevilla.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Spain.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Natal,_Rio_Grande_do_Norte","Natal, Rio Grande do Norte",26,1485505,4808.2,"http://www.natal.rn.gov.br","Brazil","http://commons.wikimedia.org/wiki/Special:FilePath/Montagem_Natal,_RN.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Brazil.svg?width=300","http://dbpedia.org/resource/Brazilian_real"
"http://dbpedia.org/resource/Natal,_Rio_Grande_do_Norte","Natal, Rio Grande do Norte",26,1485505,4808.2,"http://www.natal.rn.gov.br/","Brazil","http://commons.wikimedia.org/wiki/Special:FilePath/Montagem_Natal,_RN.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Brazil.svg?width=300","http://dbpedia.org/resource/Brazilian_real"
"http://dbpedia.org/resource/Xingtai","Xingtai",13.8,1461809,,"http://xingtai.gov.cn","China","http://commons.wikimedia.org/wiki/Special:FilePath/GuoShoujingMemorialHallInXingtai.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Dnipropetrovsk","Dnipropetrovsk",9,1460000,2452.0,"http://dniprorada.gov.ua/","Ukraine","http://commons.wikimedia.org/wiki/Special:FilePath/Флаг_Днепропетровска_2.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Ukraine.svg?width=300","http://dbpedia.org/resource/Ukrainian_hryvnia"
"http://dbpedia.org/resource/San_Pedro_Sula","San Pedro Sula",26,1445598,,,"Honduras","http://commons.wikimedia.org/wiki/Special:FilePath/San_Pedro_Sula_Flag.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Honduras.svg?width=300","http://dbpedia.org/resource/Honduran_lempira"
"http://dbpedia.org/resource/Łódź","Łódź",8.6,1428600,,"http://www.uml.lodz.pl/","Poland","http://commons.wikimedia.org/wiki/Special:FilePath/Lodz_Collage_(by_EL-042).png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Poland_(normative).svg?width=300","http://dbpedia.org/resource/Polish_złoty"
"http://dbpedia.org/resource/Poznań","Poznań",9.6,1400000,,"http://www.poznan.pl/","Poland","http://commons.wikimedia.org/wiki/Special:FilePath/Collage_of_views_of_Poznań,_Poland.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Poland_(normative).svg?width=300","http://dbpedia.org/resource/Polish_złoty"
"http://dbpedia.org/resource/Concepción,_Chile","Concepción, Chile",12.8,1322581,1318.0,"http://www.concepcion.cl","Chile","http://commons.wikimedia.org/wiki/Special:FilePath/Ciudad-Puerto-de-Concepción.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Chile.svg?width=300","http://dbpedia.org/resource/Chilean_peso"
"http://dbpedia.org/resource/Srinagar","Srinagar",13.5,1273312,,"http://www.srinagar.nic.in","India","http://en.wikipedia.org/wiki/Special:FilePath/Srinagar_pano.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_India.svg?width=300","http://dbpedia.org/resource/Indian_rupee"
"http://dbpedia.org/resource/Asmara","Asmara",15.6,1258001,53.38,,"Eritrea","http://commons.wikimedia.org/wiki/Special:FilePath/Asmara_Panorama.JPG?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Eritrea.svg?width=300","http://dbpedia.org/resource/Eritrean_nakfa"
"http://dbpedia.org/resource/Cartagena,_Colombia","Cartagena, Colombia",27.8,1239430,,"http://www.cartagena.gov.co","Colombia","http://commons.wikimedia.org/wiki/Special:FilePath/Cartagena,_Bolívar,_Colombia.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Colombia.svg?width=300","http://dbpedia.org/resource/Colombian_peso"
"http://dbpedia.org/resource/Ottawa","Ottawa",6.6,1236324,316.6,"http://www.ottawa.ca/","Canada","http://commons.wikimedia.org/wiki/Special:FilePath/OttawaCollage.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Canada_(Pantone).svg?width=300","http://dbpedia.org/resource/Canadian_dollar"
"http://dbpedia.org/resource/São_Luís,_Maranhão","São Luís, Maranhão",26.1,1227659,1183.4,"http://www.saoluis.ma.gov.br","Brazil","http://commons.wikimedia.org/wiki/Special:FilePath/São_Luís_do_Maranhão_-_Capital.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Brazil.svg?width=300","http://dbpedia.org/resource/Brazilian_real"
"http://dbpedia.org/resource/Torreón","Torreón",22.1,1215993,,"http://www.torreon.gob.mx","Mexico","http://commons.wikimedia.org/wiki/Special:FilePath/Escudo-torreon.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mexico.svg?width=300","http://dbpedia.org/resource/Mexican_peso"
"http://dbpedia.org/resource/Bucaramanga","Bucaramanga",21.4,1212657,6207.0,"http://www.bucaramanga.gov.co/","Colombia","http://commons.wikimedia.org/wiki/Special:FilePath/Bucaramanga_v_cu.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Colombia.svg?width=300","http://dbpedia.org/resource/Colombian_peso"
"http://dbpedia.org/resource/Xining","Xining",6.1,1198304,,"http://www.xining.gov.cn/","China","http://commons.wikimedia.org/wiki/Special:FilePath/Xining_Montage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Amritsar","Amritsar",22.8,1183705,,"http://www.amritsarcorp.com","India","http://commons.wikimedia.org/wiki/Special:FilePath/Golden_Temple_India.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_India.svg?width=300","http://dbpedia.org/resource/Indian_rupee"
"http://dbpedia.org/resource/Wrocław","Wrocław",9.5,1164600,,"http://www.wroclaw.pl","Poland","http://commons.wikimedia.org/wiki/Special:FilePath/Wroclaw_horizontal_flag.svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Poland_(normative).svg?width=300","http://dbpedia.org/resource/Polish_złoty"
"http://dbpedia.org/resource/Edmonton","Edmonton",4.2,1159869,1186.8,"http://www.edmonton.ca","Canada","http://commons.wikimedia.org/wiki/Special:FilePath/Edmontonmontage1.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Canada_(Pantone).svg?width=300","http://dbpedia.org/resource/Canadian_dollar"
"http://dbpedia.org/resource/Dresden","Dresden",9.37,1143197,,"http://www.dresden.de/","Germany","http://commons.wikimedia.org/wiki/Special:FilePath/Dresden_Montage_(2016).png?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Germany.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Ahvaz","Ahvaz",25.4,1136989,,"http://www.ahvaz.ir/","Iran","http://commons.wikimedia.org/wiki/Special:FilePath/Ahvaz_Montage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iran.svg?width=300","http://dbpedia.org/resource/Iranian_rial"
"http://dbpedia.org/resource/Bazhong","Bazhong",16.8,1126790,,"http://www.cnbz.gov.cn/","China","http://commons.wikimedia.org/wiki/Special:FilePath/Sichuan_subdivisions_-_Bazhong.svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Hanover","Hanover",9.6,1119032,,"http://www.hannover.de/","Germany","http://en.wikipedia.org/wiki/Special:FilePath/Neues_Rathaus_Hannover_abends.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Germany.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Zagreb","Zagreb",10.7,1113111,,"http://zagreb.hr","Croatia","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Zagreb.svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Croatia.svg?width=300","http://dbpedia.org/resource/Croatian_kuna"
"http://dbpedia.org/resource/Zagreb","Zagreb",10.7,1113111,,"http://www.zagreb.hr/default.aspx?id=1979","Croatia","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Zagreb.svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Croatia.svg?width=300","http://dbpedia.org/resource/Croatian_kuna"
"http://dbpedia.org/resource/Florianópolis","Florianópolis",20.4,1111702,,"http://www.pmf.sc.gov.br","Brazil","http://commons.wikimedia.org/wiki/Special:FilePath/Montagem_de_Florianópolis.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Brazil.svg?width=300","http://dbpedia.org/resource/Brazilian_real"
"http://dbpedia.org/resource/Benghazi","Benghazi",19.9,1110000,,,"Libya","http://commons.wikimedia.org/wiki/Special:FilePath/Panathenaic_amphora_Louvre_MN705.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Libya.svg?width=300","http://dbpedia.org/resource/Libyan_dinar"
"http://dbpedia.org/resource/Cardiff","Cardiff",10.9,1097000,,"http://www.cardiff.gov.uk/","United Kingdom","http://commons.wikimedia.org/wiki/Special:FilePath/Cardiffmontage3.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_the_United_Kingdom.svg?width=300","http://dbpedia.org/resource/Pound_sterling"
"http://dbpedia.org/resource/Thessaloniki","Thessaloniki",15.1,1084001,,"http://www.thessaloniki.gr/","Greece","http://commons.wikimedia.org/wiki/Special:FilePath/Salonica_White_Tower.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Greece.svg?width=300","http://dbpedia.org/resource/Euro"
"http://dbpedia.org/resource/Gdańsk","Gdańsk",8,1080700,,"http://www.gdansk.pl/en/","Poland","http://commons.wikimedia.org/wiki/Special:FilePath/Collage_of_views_of_Gdansk.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Poland_(normative).svg?width=300","http://dbpedia.org/resource/Polish_złoty"
"http://dbpedia.org/resource/Jinhua","Jinhua",17.3,1077245,,,"China","http://commons.wikimedia.org/wiki/Special:FilePath/Jinhuamontage.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Campo_Grande","Campo Grande",22.7,1069420,97.3,"http://www.capital.ms.gov.br","Brazil","http://commons.wikimedia.org/wiki/Special:FilePath/MontagemCampoGrandeMS.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Brazil.svg?width=300","http://dbpedia.org/resource/Brazilian_real"
"http://dbpedia.org/resource/Marrakesh","Marrakesh",19.6,1063415,,,"Morocco","http://commons.wikimedia.org/wiki/Special:FilePath/Marrakech_montage2.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Morocco.svg?width=300","http://dbpedia.org/resource/Moroccan_dirham"
"http://dbpedia.org/resource/Dushanbe","Dushanbe",14.7,1051200,,"http://www.dushanbe.tj","Tajikistan","http://commons.wikimedia.org/wiki/Special:FilePath/Dushanbe_Presidential_Palace_01.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Tajikistan.svg?width=300","http://dbpedia.org/resource/Somoni"
"http://dbpedia.org/resource/Haifa","Haifa",20.3,1050000,,"http://www.haifa.muni.il/English/Pages/default.aspx","Israel","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Haifa.svg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Israel.svg?width=300","http://dbpedia.org/resource/Israeli_new_shekel"
"http://dbpedia.org/resource/Qinhuangdao","Qinhuangdao",11,1029670,,"http://www.qhd.gov.cn/","China","http://commons.wikimedia.org/wiki/Special:FilePath/Qinhuangdao_Panorama_Face_South.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_People%27s_Republic_of_China.svg?width=300","http://dbpedia.org/resource/Renminbi"
"http://dbpedia.org/resource/Acapulco","Acapulco",27.9,1021000,,"http://www.acapulco.gob.mx","Mexico","http://commons.wikimedia.org/wiki/Special:FilePath/Acapulco_Collage_2013.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mexico.svg?width=300","http://dbpedia.org/resource/Mexican_peso"
"http://dbpedia.org/resource/Leipzig","Leipzig",9.45,1001220,,"http://www.leipzig.de/","Germany","http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Leipzig.svg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Flag_of_Germany.svg?width=300","http://dbpedia.org/resource/Euro"
